CookerStat, GenerateAssetRegistry=0.016678, Initialize=0.089038, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdF7F6E64440FA3B3F52861E8CD122ED9E_0, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_02737F9B4F0E8D6E1ADE23B3839EE9B__FCE1BB94714E89EB979981072685320092EDF6B5, StartTime=2016.07.04-18.06.26, HierarchicalDDC=, DataSize=840, Duration=3.450144, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdA454FAC048F9DB0D2E621BAA749C94D8_4, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_953E836541FD413A56AE28B92BC05FD4___382725BB370E3BD860556FDB5E8BA88FF17B105F, StartTime=2016.07.04-18.06.29, HierarchicalDDC=, DataSize=7468, Duration=4.470613, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdAD5DCECE4E027F6CF18E11A22C71D5C5_2, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_315FAD6D4390607D259D4CBB0214981B_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.07.04-18.06.29, Duration=1860.946899, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionId1786568249DB058EABCF69A49B4C0C5A_5, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_315FAD6D4390607D259D4CBB02149__B3E8551A7C8AE3BB624F7403BBB940E8E2B28322, StartTime=2016.07.04-18.06.31, HierarchicalDDC=, DataSize=4194569, Duration=13.470855, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdA454FAC048F9DB0D2E621BAA749C94D8_5, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_315FAD6D4390607D259D4CBB02149__EB4BF6094A952123C8F94095BB951C84F950EFD9, StartTime=2016.07.04-18.06.31, HierarchicalDDC=, DataSize=1048841, Duration=8.963548, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdF7F6E64440FA3B3F52861E8CD122ED9E_5, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_315FAD6D4390607D259D4CBB02149__2E8D1FA22811FB07EA77E0A1602173D96E062591, StartTime=2016.07.04-18.06.31, HierarchicalDDC=, DataSize=262407, Duration=8.413672, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdF7F6E64440FA3B3F52861E8CD122ED9E_6, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_315FAD6D4390607D259D4CBB02149__0961CA06BF1893FDAB622FCD733E1DB2470687BB, StartTime=2016.07.04-18.06.31, HierarchicalDDC=, DataSize=65799, Duration=5.009201, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdA454FAC048F9DB0D2E621BAA749C94D8_6, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_315FAD6D4390607D259D4CBB02149__E8DA98BA3C8173D4702B70CA2E9187F915D75E23, StartTime=2016.07.04-18.06.31, HierarchicalDDC=, DataSize=16647, Duration=5.102597, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionId1786568249DB058EABCF69A49B4C0C5A_6, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_315FAD6D4390607D259D4CBB02149__D88DBC5C48D5B5A27DCDD4DA341F7176C591A5FB, StartTime=2016.07.04-18.06.31, HierarchicalDDC=, DataSize=7493, Duration=5.015615, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdAD5DCECE4E027F6CF18E11A22C71D5C5_3, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_7F4970AF407237B338721894AC7C55A6_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000000000000000100000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.07.04-18.06.31, Duration=304.942810, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdF7F6E64440FA3B3F52861E8CD122ED9E_7, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_7F4970AF407237B338721894AC7C55A6___AD36A6067FB8A01F31F3AF4C8946399C517CF391, StartTime=2016.07.04-18.06.31, HierarchicalDDC=, DataSize=4194565, Duration=11.797868, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdA454FAC048F9DB0D2E621BAA749C94D8_7, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_7F4970AF407237B338721894AC7C55A6___4860EF7BC752CBE02CCB2705BF8CB48A698E4BD9, StartTime=2016.07.04-18.06.31, HierarchicalDDC=, DataSize=1048837, Duration=6.767374, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionId1786568249DB058EABCF69A49B4C0C5A_7, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_7F4970AF407237B338721894AC7C55A6___5A0BB6E1D372F839D324E10225DE8469984B21FA, StartTime=2016.07.04-18.06.31, HierarchicalDDC=, DataSize=262403, Duration=7.029098, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdA454FAC048F9DB0D2E621BAA749C94D8_8, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_7F4970AF407237B338721894AC7C55A6___4A2C3032BACEEE299B3642FEDA89B93B1EE78D43, StartTime=2016.07.04-18.06.31, HierarchicalDDC=, DataSize=65795, Duration=5.101058, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionId1786568249DB058EABCF69A49B4C0C5A_8, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_7F4970AF407237B338721894AC7C55A6___F3E2FBA30778DC84BB0F5ED8A50653CF9CD5C95F, StartTime=2016.07.04-18.06.31, HierarchicalDDC=, DataSize=16643, Duration=38.530712, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdF7F6E64440FA3B3F52861E8CD122ED9E_8, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_7F4970AF407237B338721894AC7C55A6___B8E76038B1FAF49B2983EFFD6E7B86CBF6237101, StartTime=2016.07.04-18.06.31, HierarchicalDDC=, DataSize=7468, Duration=3.092196, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdAD5DCECE4E027F6CF18E11A22C71D5C5_4, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_175FFFF34B3800668E3E95AD8254F9FF_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.07.04-18.06.31, Duration=60.138371, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdA454FAC048F9DB0D2E621BAA749C94D8_9, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_175FFFF34B3800668E3E95AD8254F__07A88AF74FC1E73AB09610F8C968130817CECAC3, StartTime=2016.07.04-18.06.31, HierarchicalDDC=, DataSize=524553, Duration=7.187415, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdF7F6E64440FA3B3F52861E8CD122ED9E_9, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_175FFFF34B3800668E3E95AD8254F__36D14B777ED17E3D5FC75B48AED96537AE53896D, StartTime=2016.07.04-18.06.31, HierarchicalDDC=, DataSize=131335, Duration=7.081698, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionId1786568249DB058EABCF69A49B4C0C5A_9, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_175FFFF34B3800668E3E95AD8254F__60DD8B40791EDDF0CEA9C6EA24FB368B50CCE7B2, StartTime=2016.07.04-18.06.31, HierarchicalDDC=, DataSize=33031, Duration=4.731308, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionId1786568249DB058EABCF69A49B4C0C5A_10, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_175FFFF34B3800668E3E95AD8254F__54360FB6FDE14A1E68B0C73A350C5AF456C27A04, StartTime=2016.07.04-18.06.31, HierarchicalDDC=, DataSize=8455, Duration=5.532649, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdA454FAC048F9DB0D2E621BAA749C94D8_10, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_175FFFF34B3800668E3E95AD8254F__93E5E5D4F615EF636436CEFD35B5A384CC018943, StartTime=2016.07.04-18.06.31, HierarchicalDDC=, DataSize=4452, Duration=3.157373, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdAD5DCECE4E027F6CF18E11A22C71D5C5_5, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_550B17DD4E4B41095ADB0B9395D1461E_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000000000000000100000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.07.04-18.06.31, Duration=295.011932, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdF7F6E64440FA3B3F52861E8CD122ED9E_10, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_550B17DD4E4B41095ADB0B9395D1461E___28D98B9BACB0D754935FE389E58534CB52AB6BFA, StartTime=2016.07.04-18.06.32, HierarchicalDDC=, DataSize=4194565, Duration=347.676514, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdA454FAC048F9DB0D2E621BAA749C94D8_11, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_550B17DD4E4B41095ADB0B9395D1461E___9E48D523BD074D32C26379ECA6F407E7B68CFEF9, StartTime=2016.07.04-18.06.32, HierarchicalDDC=, DataSize=1048837, Duration=350.661469, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionId1786568249DB058EABCF69A49B4C0C5A_11, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_550B17DD4E4B41095ADB0B9395D1461E___E972E517DD60D95E1C46DFC4007337E93E155A8C, StartTime=2016.07.04-18.06.32, HierarchicalDDC=, DataSize=262403, Duration=336.533478, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdAD5DCECE4E027F6CF18E11A22C71D5C5_6, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE028A7_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.07.04-18.06.32, Duration=27.803347, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionId1786568249DB058EABCF69A49B4C0C5A_12, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_550B17DD4E4B41095ADB0B9395D1461E___F6B3843AA2C3552BF9BB3A9EC0F3D6FD4CAACDF1, StartTime=2016.07.04-18.06.32, HierarchicalDDC=, DataSize=65795, Duration=102.077911, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdF7F6E64440FA3B3F52861E8CD122ED9E_11, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_550B17DD4E4B41095ADB0B9395D1461E___7C98BD541A8AEDBB90702D519DD62E0FECD22B3B, StartTime=2016.07.04-18.06.32, HierarchicalDDC=, DataSize=16643, Duration=29.048330, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdA454FAC048F9DB0D2E621BAA749C94D8_12, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_550B17DD4E4B41095ADB0B9395D1461E___6773721C977F58677E206A77EB5EB90606B07256, StartTime=2016.07.04-18.06.32, HierarchicalDDC=, DataSize=7468, Duration=22.721014, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdA454FAC048F9DB0D2E621BAA749C94D8_13, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__4EE83C895828B45CA36D4968CBC323543A9A22B2, StartTime=2016.07.04-18.06.32, HierarchicalDDC=, DataSize=262407, Duration=68.266449, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdF7F6E64440FA3B3F52861E8CD122ED9E_12, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__349CA13B15B01E106858DDDD0E3E3396DA218D6D, StartTime=2016.07.04-18.06.32, HierarchicalDDC=, DataSize=65799, Duration=24.441212, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdF7F6E64440FA3B3F52861E8CD122ED9E_13, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__AC9285A4DAFDC0716DEF13130A9B06B3FE11A1AD, StartTime=2016.07.04-18.06.32, HierarchicalDDC=, DataSize=16647, Duration=65.375427, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionId1786568249DB058EABCF69A49B4C0C5A_13, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__6569745CA631A9E5DFDCBA9FC53A8671E25127CD, StartTime=2016.07.04-18.06.32, HierarchicalDDC=, DataSize=6899, Duration=22.593748, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdAD5DCECE4E027F6CF18E11A22C71D5C5_7, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_315FAD6D4390607D259D4CBB0214981B_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.07.04-18.06.32, Duration=1786.996094, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdA454FAC048F9DB0D2E621BAA749C94D8_14, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_315FAD6D4390607D259D4CBB02149__B3E8551A7C8AE3BB624F7403BBB940E8E2B28322, StartTime=2016.07.04-18.06.34, HierarchicalDDC=, DataSize=4194569, Duration=5.746134, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionId1786568249DB058EABCF69A49B4C0C5A_14, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_315FAD6D4390607D259D4CBB02149__EB4BF6094A952123C8F94095BB951C84F950EFD9, StartTime=2016.07.04-18.06.34, HierarchicalDDC=, DataSize=1048841, Duration=0.812374, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdF7F6E64440FA3B3F52861E8CD122ED9E_14, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_315FAD6D4390607D259D4CBB02149__2E8D1FA22811FB07EA77E0A1602173D96E062591, StartTime=2016.07.04-18.06.34, HierarchicalDDC=, DataSize=262407, Duration=0.312276, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdF7F6E64440FA3B3F52861E8CD122ED9E_15, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_315FAD6D4390607D259D4CBB02149__0961CA06BF1893FDAB622FCD733E1DB2470687BB, StartTime=2016.07.04-18.06.34, HierarchicalDDC=, DataSize=65799, Duration=0.082366, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdF7F6E64440FA3B3F52861E8CD122ED9E_16, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_315FAD6D4390607D259D4CBB02149__E8DA98BA3C8173D4702B70CA2E9187F915D75E23, StartTime=2016.07.04-18.06.34, HierarchicalDDC=, DataSize=16647, Duration=0.044905, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionId1786568249DB058EABCF69A49B4C0C5A_15, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_315FAD6D4390607D259D4CBB02149__D88DBC5C48D5B5A27DCDD4DA341F7176C591A5FB, StartTime=2016.07.04-18.06.34, HierarchicalDDC=, DataSize=7493, Duration=0.035923, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdAD5DCECE4E027F6CF18E11A22C71D5C5_8, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_7F4970AF407237B338721894AC7C55A6_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000000000000000100000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.07.04-18.06.34, Duration=296.888885, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdF7F6E64440FA3B3F52861E8CD122ED9E_17, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_7F4970AF407237B338721894AC7C55A6___AD36A6067FB8A01F31F3AF4C8946399C517CF391, StartTime=2016.07.04-18.06.34, HierarchicalDDC=, DataSize=4194565, Duration=4.474461, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionId1786568249DB058EABCF69A49B4C0C5A_16, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_7F4970AF407237B338721894AC7C55A6___4860EF7BC752CBE02CCB2705BF8CB48A698E4BD9, StartTime=2016.07.04-18.06.34, HierarchicalDDC=, DataSize=1048837, Duration=0.998400, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdA454FAC048F9DB0D2E621BAA749C94D8_15, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_7F4970AF407237B338721894AC7C55A6___5A0BB6E1D372F839D324E10225DE8469984B21FA, StartTime=2016.07.04-18.06.34, HierarchicalDDC=, DataSize=262403, Duration=0.440311, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
DDCTransactionIdA454FAC048F9DB0D2E621BAA749C94D8_16, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_7F4970AF407237B338721894AC7C55A6___4A2C3032BACEEE299B3642FEDA89B93B1EE78D43, StartTime=2016.07.04-18.06.34, HierarchicalDDC=, DataSize=65795, Duration=0.277892, RunGuid=RunIDC3C89141465CC5E0489CFABA5447B6E0
